transaction_id,date,region,country,department,product_category,product_name,customer_segment,channel,sales_rep,units_sold,unit_price,discount_pct,revenue,cost,profit,kpi_target,kpi_actual,csat_score,churn_flag,agentic_query_count,avg_query_latency_ms
11644,2024-04-10,MEA,Saudi Arabia,Customer Success,AI Agents,AutoInsight,Enterprise,Reseller,Rep_045,12,591.62,0,7099.44,3466.93,3632.51,21948.3,18200.79,3.4,0,12,517.9
11645,2023-10-22,MEA,South Africa,Finance,Analytics Platform,MetricMind Core,Mid-Market,Reseller,Rep_067,8,1929.76,0,15438.08,6896.59,8541.49,17290.35,16035.83,2.6,0,19,609.9
11646,2024-01-07,APAC,India,Customer Success,AI Agents,AutoInsight,Enterprise,Partner,Rep_043,3,1522.55,0,4567.65,2038.11,2529.54,15208.17,19527.41,4.0,0,21,368.4
11647,2023-01-23,LATAM,Brazil,IT,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_005,9,561.59,5,4801.59,2562.35,2239.24,20115.84,25387.92,3.1,0,17,746.8
11648,2023-03-27,MEA,Saudi Arabia,Marketing,AI Agents,AutoInsight,SMB,Online Self-Serve,Rep_070,3,167.22,0,501.66,242.92,258.74,11220.02,9045.17,3.7,0,17,317.7
11649,2025-05-25,MEA,South Africa,Operations,Analytics Platform,MetricMind Pro,Enterprise,Direct Sales,Rep_020,17,1482.49,15,21421.98,10392.68,11029.3,13842.85,16227.64,3.1,0,14,452.2
11650,2025-05-31,MEA,South Africa,Finance,Analytics Platform,MetricMind Pro,Mid-Market,Direct Sales,Rep_034,5,1558.01,0,7790.05,4549.86,3240.19,8637.11,6720.9,2.5,0,18,352.8
11651,2026-02-13,LATAM,Argentina,IT,BI Dashboards,InsightBoard,Enterprise,Online Self-Serve,Rep_027,15,732.13,0,10981.95,5722.77,5259.18,21274.51,18891.39,2.9,0,19,177.9
11652,2024-12-17,North America,Mexico,Finance,Data Integration,FlowConnect,SMB,Online Self-Serve,Rep_079,7,1710.23,15,10175.87,3821.53,6354.34,14735.84,13225.44,4.4,0,14,713.5
11653,2023-07-22,MEA,UAE,Sales,Reporting Suite,ReportGen,Mid-Market,Reseller,Rep_080,10,1914.01,5,18183.09,7755.74,10427.35,20680.71,18991.78,2.8,0,22,760.2
11654,2025-01-04,Europe,Netherlands,Customer Success,AI Agents,AutoInsight,Mid-Market,Partner,Rep_058,2,1913.72,0,3827.44,1369.02,2458.42,22210.83,16112.76,4.5,0,20,516.6
11655,2023-05-17,MEA,South Africa,Operations,AI Agents,AgentQuery,Mid-Market,Partner,Rep_064,2,688.61,15,1170.64,686.14,484.5,10412.4,10744.05,4.9,0,14,272.5
11656,2025-03-17,North America,Canada,Operations,AI Agents,AutoInsight,Enterprise,Online Self-Serve,Rep_018,29,1246.6,0,36151.4,19024.97,17126.43,23292.85,27123.86,3.7,0,16,864.4
11657,2026-06-25,LATAM,Chile,Customer Success,Analytics Platform,MetricMind Core,Mid-Market,Online Self-Serve,Rep_032,15,741.15,0,11117.25,4084.34,7032.91,24427.48,29708.39,2.8,0,16,829.6
11658,2026-05-27,North America,USA,Customer Success,AI Agents,AgentQuery,Mid-Market,Direct Sales,Rep_018,22,1673.95,0,36826.9,14068.19,22758.71,22328.2,15842.84,2.6,0,11,519.5
11659,2024-11-22,APAC,Australia,Sales,Analytics Platform,MetricMind Core,Mid-Market,Direct Sales,Rep_008,5,1648.82,0,8244.1,3854.31,4389.79,18589.98,14675.7,4.4,0,10,881.4
11660,2024-09-07,Europe,Netherlands,Operations,BI Dashboards,InsightBoard,SMB,Partner,Rep_071,10,1922.74,0,19227.4,7410.06,11817.34,22803.03,20978.07,3.9,0,16,752.8
11661,2025-12-18,North America,Mexico,Sales,Reporting Suite,SnapReport,Mid-Market,Reseller,Rep_075,2,419.73,5,797.49,393.79,403.7,18570.11,22471.27,3.3,0,15,455.5
11662,2022-08-20,Europe,Netherlands,Finance,BI Dashboards,InsightBoard,Startup,Direct Sales,Rep_010,14,100.28,0,1403.92,755.37,648.55,10383.32,13024.85,4.4,0,17,761.0
11663,2022-04-12,MEA,UAE,Finance,Data Integration,FlowConnect,SMB,Reseller,Rep_001,15,1785.64,0,26784.6,11517.64,15266.96,18323.32,14761.21,3.5,0,18,851.7
11664,2022-01-18,APAC,Australia,Customer Success,Reporting Suite,ReportGen,SMB,Online Self-Serve,Rep_007,15,979.42,0,14691.3,7225.09,7466.21,15333.24,17304.03,2.8,0,13,630.8
11665,2024-05-21,LATAM,Brazil,IT,BI Dashboards,InsightBoard,Mid-Market,Online Self-Serve,Rep_001,9,1933.55,0,17401.95,8801.61,8600.34,11900.89,15048.07,2.6,0,6,194.5
11666,2025-04-03,Europe,France,Finance,BI Dashboards,PulseView,Enterprise,Partner,Rep_019,23,391.34,10,8100.74,3806.91,4293.83,21223.12,26435.56,3.8,0,13,602.0
11667,2024-12-08,MEA,South Africa,IT,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_002,5,308.18,0,1540.9,582.17,958.73,11696.03,12930.96,5.0,0,15,628.9
11668,2022-12-26,MEA,South Africa,Customer Success,Data Integration,PipeSync,Enterprise,Online Self-Serve,Rep_027,10,1822.55,5,17314.22,8728.99,8585.23,17416.78,16089.17,4.1,0,20,311.5
11669,2024-09-02,LATAM,Argentina,Customer Success,Analytics Platform,MetricMind Core,Mid-Market,Partner,Rep_002,10,952.46,5,9048.37,4303.81,4744.56,15336.94,16326.79,3.1,0,12,152.8
11670,2022-04-23,Europe,Netherlands,Marketing,Reporting Suite,ReportGen,Enterprise,Direct Sales,Rep_022,27,492.1,0,13286.7,6911.88,6374.82,14235.13,14206.82,3.7,0,12,847.1
11671,2024-05-30,MEA,South Africa,Finance,BI Dashboards,InsightBoard,Enterprise,Direct Sales,Rep_051,6,797.45,0,4784.7,1790.36,2994.34,24421.46,29143.12,4.1,0,11,459.4
11672,2022-08-05,North America,Canada,Marketing,AI Agents,AutoInsight,SMB,Online Self-Serve,Rep_032,11,1909.26,5,19951.77,8846.7,11105.07,21962.5,24586.76,3.3,0,13,518.0
11673,2022-09-13,North America,Mexico,Marketing,Analytics Platform,MetricMind Core,Enterprise,Partner,Rep_036,4,1139.27,0,4557.08,2161.32,2395.76,12777.94,14718.29,4.1,0,11,547.9
11674,2024-01-11,North America,Canada,Marketing,Analytics Platform,MetricMind Pro,SMB,Reseller,Rep_076,4,1990.12,0,7960.48,3026.32,4934.16,22178.15,22602.89,4.7,0,12,889.1
11675,2024-06-01,Europe,France,IT,AI Agents,AgentQuery,SMB,Direct Sales,Rep_023,13,408.41,0,5309.33,2153.49,3155.84,19958.53,14924.86,3.9,0,15,624.6
11676,2023-10-18,LATAM,Brazil,Finance,Reporting Suite,SnapReport,Mid-Market,Reseller,Rep_037,17,610.09,0,10371.53,5246.87,5124.66,13718.77,14899.55,2.6,0,20,323.8
11677,2023-12-12,MEA,Saudi Arabia,Sales,BI Dashboards,InsightBoard,SMB,Partner,Rep_047,10,1213.89,0,12138.9,6042.92,6095.98,13642.95,17001.62,4.2,0,24,947.7
11678,2026-05-12,MEA,South Africa,Sales,AI Agents,AgentQuery,Enterprise,Partner,Rep_031,18,675.91,0,12166.38,6515.55,5650.83,22589.99,20166.82,4.1,0,15,448.5
11679,2022-11-27,Europe,France,Operations,Data Integration,FlowConnect,Startup,Online Self-Serve,Rep_033,15,1447.26,0,21708.9,12804.47,8904.43,14492.57,18676.91,4.2,0,16,746.5
11680,2025-06-07,APAC,India,Finance,Reporting Suite,SnapReport,Mid-Market,Partner,Rep_046,13,293.76,15,3246.05,1857.83,1388.22,9579.75,11305.56,3.1,0,13,189.8
11681,2022-10-13,LATAM,Chile,Operations,AI Agents,AutoInsight,Mid-Market,Direct Sales,Rep_058,11,1809.62,0,19905.82,7192.82,12713.0,20347.35,21943.1,3.9,0,12,822.4
11682,2024-08-08,MEA,Saudi Arabia,Finance,Data Integration,PipeSync,Mid-Market,Direct Sales,Rep_011,31,1028.0,0,31868.0,14230.34,17637.66,16173.56,11698.46,3.7,0,15,392.3
11683,2025-02-04,MEA,Saudi Arabia,Sales,AI Agents,AutoInsight,Mid-Market,Direct Sales,Rep_015,9,239.0,20,1720.8,806.88,913.92,10223.66,11669.76,3.7,0,10,731.0
11684,2023-12-21,North America,Canada,IT,AI Agents,AgentQuery,Startup,Direct Sales,Rep_053,14,1428.15,0,19994.1,10644.46,9349.64,21738.4,17532.65,5.0,0,13,502.8
11685,2024-04-05,LATAM,Brazil,Marketing,Analytics Platform,MetricMind Pro,Mid-Market,Online Self-Serve,Rep_028,5,951.21,15,4042.64,2400.53,1642.11,16745.32,17273.27,2.9,0,9,350.4
11686,2026-01-04,North America,USA,Customer Success,Analytics Platform,MetricMind Pro,Enterprise,Partner,Rep_032,10,1088.2,0,10882.0,5855.96,5026.04,15158.45,19689.14,2.7,0,16,176.6
11687,2025-01-17,APAC,China,Marketing,Reporting Suite,SnapReport,SMB,Direct Sales,Rep_038,58,1822.72,0,105717.76,40292.14,65425.62,22905.2,25481.47,4.5,0,13,499.3
11688,2026-03-03,LATAM,Chile,Marketing,BI Dashboards,PulseView,Startup,Reseller,Rep_006,23,1473.95,5,32205.81,14198.74,18007.07,8177.31,5904.76,4.7,0,16,227.3
11689,2024-03-01,Europe,UK,Finance,Analytics Platform,MetricMind Pro,Mid-Market,Online Self-Serve,Rep_039,22,59.27,5,1238.74,734.36,504.38,11280.09,14088.57,3.6,0,13,542.0
11690,2024-06-09,Europe,UK,Customer Success,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_033,28,1451.46,0,40640.88,18487.09,22153.79,22526.74,18649.54,3.2,0,16,485.3
11691,2026-02-20,APAC,Australia,Operations,Data Integration,FlowConnect,Startup,Online Self-Serve,Rep_028,4,952.09,15,3237.11,1928.06,1309.05,15967.57,13461.19,3.4,0,16,617.6
11692,2025-04-12,APAC,China,Customer Success,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_048,9,496.9,5,4248.5,1571.66,2676.84,15705.62,17636.48,2.7,0,19,531.2
11693,2026-05-28,APAC,Australia,Marketing,BI Dashboards,PulseView,SMB,Online Self-Serve,Rep_008,33,1286.12,0,42441.96,25093.59,17348.37,12482.63,13392.55,3.9,0,9,801.8
11694,2023-10-23,Europe,Germany,Marketing,Analytics Platform,MetricMind Pro,SMB,Direct Sales,Rep_008,11,1222.94,0,13452.34,4746.27,8706.07,16617.94,18910.94,4.3,0,15,680.7
11695,2022-10-26,Europe,UK,Operations,Data Integration,PipeSync,Startup,Partner,Rep_023,2,198.61,15,337.64,171.24,166.4,23460.46,16713.77,3.8,0,10,665.6
11696,2025-01-19,LATAM,Brazil,IT,Analytics Platform,MetricMind Core,Mid-Market,Online Self-Serve,Rep_013,25,1944.04,0,48601.0,17338.99,31262.01,14552.82,12116.67,3.4,0,18,709.2
11697,2023-06-07,North America,USA,Finance,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_026,8,1041.09,0,8328.72,3073.32,5255.4,14184.45,14677.38,3.8,0,22,187.1
11698,2022-11-04,MEA,UAE,IT,AI Agents,AgentQuery,Enterprise,Online Self-Serve,Rep_016,4,249.04,0,996.16,441.84,554.32,20592.74,19765.42,3.5,0,15,305.1
11699,2023-03-14,LATAM,Chile,Finance,AI Agents,AutoInsight,Enterprise,Reseller,Rep_015,16,1026.77,0,16428.32,7177.98,9250.34,20913.36,21966.2,2.7,0,10,775.3
11700,2023-04-04,MEA,South Africa,IT,Data Integration,FlowConnect,Enterprise,Partner,Rep_075,14,919.94,0,12879.16,5172.56,7706.6,18308.28,16059.97,3.1,0,11,814.7
11701,2023-06-07,LATAM,Argentina,Sales,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_027,10,1722.25,0,17222.5,7481.93,9740.57,23978.88,28373.43,4.6,0,14,355.8
11702,2024-01-26,Europe,Germany,Marketing,Analytics Platform,MetricMind Core,Startup,Partner,Rep_045,4,305.93,0,1223.72,725.91,497.81,18162.79,23173.26,3.8,0,14,693.7
11703,2022-01-22,LATAM,Brazil,Finance,Analytics Platform,MetricMind Core,Mid-Market,Partner,Rep_025,12,245.34,0,2944.08,1559.51,1384.57,11742.17,14751.05,2.9,0,13,809.0
11704,2025-11-10,Europe,France,Operations,BI Dashboards,PulseView,Mid-Market,Partner,Rep_035,10,367.3,0,3673.0,1772.45,1900.55,11483.04,11982.89,3.5,1,16,323.4
11705,2025-10-05,Europe,Netherlands,Marketing,BI Dashboards,PulseView,Enterprise,Reseller,Rep_042,4,1659.46,10,5974.06,3103.67,2870.39,15289.91,17834.07,2.6,0,21,631.8
11706,2022-01-18,North America,USA,Sales,AI Agents,AgentQuery,SMB,Partner,Rep_073,3,1975.47,5,5630.09,2304.87,3325.22,19115.59,15802.24,3.3,0,13,401.0
11707,2025-02-05,APAC,Japan,Finance,Reporting Suite,SnapReport,Mid-Market,Reseller,Rep_055,13,734.42,10,8592.71,4449.32,4143.39,11113.84,13522.2,3.8,0,17,145.7
11708,2026-01-26,North America,USA,Operations,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_002,18,1372.64,10,22236.77,9892.93,12343.84,20346.64,14890.36,3.2,0,19,662.7
11709,2025-07-08,MEA,Saudi Arabia,Marketing,Data Integration,FlowConnect,Enterprise,Online Self-Serve,Rep_020,8,364.85,0,2918.8,1622.54,1296.26,11861.46,14501.61,3.5,0,16,600.1
11710,2022-12-17,LATAM,Brazil,Sales,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_027,4,323.63,0,1294.52,726.83,567.69,15896.82,19389.11,2.9,0,15,702.9
11711,2022-06-06,LATAM,Brazil,Sales,Reporting Suite,ReportGen,SMB,Direct Sales,Rep_040,18,1757.46,0,31634.28,16062.29,15571.99,14603.79,16863.28,3.6,0,16,924.7
11712,2025-12-25,Europe,UK,Marketing,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_069,1,1645.79,0,1645.79,595.56,1050.23,21699.76,26349.09,3.5,1,12,788.9
11713,2024-07-12,Europe,UK,Marketing,Data Integration,FlowConnect,Enterprise,Reseller,Rep_020,7,506.44,0,3545.08,1573.02,1972.06,20539.64,15830.23,4.1,0,8,528.7
11714,2025-05-19,APAC,India,Finance,BI Dashboards,PulseView,Enterprise,Partner,Rep_053,17,615.44,10,9416.23,3917.88,5498.35,11122.92,8324.6,3.6,0,18,902.4
11715,2025-03-02,North America,Canada,Operations,Reporting Suite,SnapReport,SMB,Direct Sales,Rep_032,7,982.27,15,5844.51,2652.75,3191.76,18142.88,16434.63,4.7,0,18,878.7
11716,2022-03-20,MEA,South Africa,IT,AI Agents,AutoInsight,Mid-Market,Reseller,Rep_023,7,1333.43,0,9334.01,4855.03,4478.98,17760.7,20634.1,4.2,0,12,479.0
11717,2024-04-21,MEA,UAE,Operations,Reporting Suite,SnapReport,Mid-Market,Direct Sales,Rep_029,6,156.79,5,893.7,360.87,532.83,8142.16,7106.84,3.6,0,11,235.1
11718,2022-08-30,North America,USA,Marketing,Analytics Platform,MetricMind Core,Mid-Market,Online Self-Serve,Rep_003,7,278.08,0,1946.56,1003.7,942.86,10640.74,11325.64,4.3,1,18,783.4
11719,2023-11-29,LATAM,Argentina,Operations,Analytics Platform,MetricMind Pro,Enterprise,Partner,Rep_049,14,494.86,20,5542.43,2657.03,2885.4,20547.16,24090.82,2.8,0,16,592.4
11720,2025-04-25,Europe,Netherlands,Sales,Reporting Suite,SnapReport,SMB,Reseller,Rep_021,5,233.97,0,1169.85,441.72,728.13,8826.26,6831.71,2.9,0,22,482.0
11721,2023-12-04,LATAM,Argentina,IT,Data Integration,PipeSync,SMB,Reseller,Rep_061,2,1388.51,0,2777.02,1483.25,1293.77,15966.71,11992.5,4.5,0,11,557.6
11722,2022-06-09,LATAM,Argentina,Customer Success,Reporting Suite,SnapReport,SMB,Direct Sales,Rep_032,10,544.57,0,5445.7,3030.84,2414.86,20217.15,25634.18,4.8,0,13,365.2
11723,2025-11-09,LATAM,Argentina,IT,Analytics Platform,MetricMind Core,Mid-Market,Reseller,Rep_074,15,162.75,0,2441.25,1263.75,1177.5,14242.49,15189.68,3.1,0,12,227.2
11724,2023-02-25,North America,Canada,Finance,BI Dashboards,InsightBoard,SMB,Direct Sales,Rep_043,25,799.34,15,16985.97,9566.85,7419.12,11933.97,11914.66,3.0,0,13,596.8
11725,2022-10-04,North America,Mexico,Sales,BI Dashboards,PulseView,Startup,Partner,Rep_031,13,968.8,0,12594.4,6284.44,6309.96,21571.21,24337.53,3.9,1,18,427.9
11726,2024-07-19,APAC,Japan,Marketing,Analytics Platform,MetricMind Core,Enterprise,Online Self-Serve,Rep_004,3,1359.11,0,4077.33,1764.78,2312.55,20157.66,23260.31,4.4,0,20,183.5
11727,2024-06-21,APAC,Japan,Operations,Data Integration,FlowConnect,SMB,Direct Sales,Rep_054,8,1909.89,5,14515.16,6584.1,7931.06,22313.58,27626.28,4.0,0,16,712.8
11728,2025-04-14,LATAM,Brazil,Marketing,AI Agents,AgentQuery,Enterprise,Partner,Rep_016,29,1134.79,0,32908.91,18655.45,14253.46,10001.84,8324.42,3.7,0,11,534.6
11729,2023-08-18,APAC,India,Customer Success,Reporting Suite,ReportGen,SMB,Online Self-Serve,Rep_075,11,1517.92,0,16697.12,8990.64,7706.48,21194.09,23452.12,2.5,0,17,183.3
11730,2024-06-21,LATAM,Chile,Customer Success,BI Dashboards,PulseView,Startup,Online Self-Serve,Rep_070,6,1139.96,10,6155.78,2767.54,3388.24,22590.03,23728.14,3.2,0,18,532.3
11731,2022-04-21,MEA,UAE,Marketing,AI Agents,AutoInsight,SMB,Online Self-Serve,Rep_051,17,1850.49,0,31458.33,13212.56,18245.77,17925.26,17765.58,4.2,0,18,756.8
11732,2022-11-25,APAC,China,Sales,Reporting Suite,SnapReport,Startup,Partner,Rep_007,15,590.97,0,8864.55,5202.75,3661.8,10538.49,12133.09,3.0,0,17,708.5
11733,2022-06-18,LATAM,Brazil,Finance,AI Agents,AutoInsight,Mid-Market,Partner,Rep_039,5,1230.64,0,6153.2,2797.7,3355.5,15261.49,15845.93,3.7,0,14,317.7
11734,2025-03-29,North America,Mexico,Customer Success,AI Agents,AgentQuery,Mid-Market,Online Self-Serve,Rep_023,4,812.38,5,3087.04,1125.65,1961.39,12079.05,14367.74,4.8,0,21,230.3
11735,2022-04-28,APAC,Australia,Customer Success,BI Dashboards,InsightBoard,Mid-Market,Reseller,Rep_049,9,1868.37,0,16815.33,7082.15,9733.18,12452.28,13295.7,5.0,0,12,482.9
11736,2024-04-21,LATAM,Chile,Marketing,Reporting Suite,SnapReport,Enterprise,Reseller,Rep_043,37,1201.98,0,44473.26,25897.74,18575.52,19144.24,13759.01,4.9,0,11,732.6
11737,2023-10-16,MEA,UAE,Customer Success,Reporting Suite,SnapReport,Mid-Market,Direct Sales,Rep_005,19,1135.16,0,21568.04,8958.59,12609.45,9666.01,10557.02,3.2,0,14,624.3
11738,2025-05-20,MEA,Saudi Arabia,Sales,AI Agents,AutoInsight,SMB,Reseller,Rep_058,10,1538.02,15,13073.17,6458.21,6614.96,24001.68,20213.68,4.8,1,11,600.6
11739,2023-06-25,MEA,South Africa,Operations,Reporting Suite,ReportGen,Enterprise,Reseller,Rep_035,8,437.3,5,3323.48,1637.42,1686.06,16881.39,18372.64,3.4,0,10,612.3
11740,2025-08-26,North America,Mexico,Finance,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_073,18,403.21,0,7257.78,2942.91,4314.87,15616.12,14016.71,3.0,0,13,252.4
11741,2023-10-21,APAC,China,Finance,AI Agents,AutoInsight,Mid-Market,Reseller,Rep_014,6,558.96,5,3186.07,1486.66,1699.41,24860.88,20722.57,2.6,0,17,228.7
11742,2022-05-05,North America,Canada,Finance,AI Agents,AutoInsight,Startup,Online Self-Serve,Rep_040,10,1190.61,0,11906.1,5297.06,6609.04,23158.33,16810.47,4.9,0,16,578.4
11743,2022-04-07,APAC,India,Sales,BI Dashboards,PulseView,Enterprise,Direct Sales,Rep_014,4,637.3,20,2039.36,1123.48,915.88,12006.73,14449.79,4.7,0,15,283.8
11744,2026-06-18,Europe,Netherlands,Sales,Reporting Suite,SnapReport,Enterprise,Reseller,Rep_039,9,820.19,0,7381.71,3413.14,3968.57,12468.07,14949.1,2.8,0,13,275.5
11745,2023-10-28,LATAM,Brazil,Marketing,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_031,11,1892.67,10,18737.43,9303.13,9434.3,8236.72,6230.4,3.6,0,17,177.3
11746,2023-04-18,Europe,Netherlands,Customer Success,BI Dashboards,PulseView,Enterprise,Online Self-Serve,Rep_052,9,1686.18,0,15175.62,5606.67,9568.95,13316.43,9438.9,2.7,0,9,732.5
11747,2022-11-30,Europe,UK,Finance,Data Integration,PipeSync,Enterprise,Reseller,Rep_075,21,1050.86,0,22068.06,8089.17,13978.89,8545.72,10394.2,2.9,0,23,209.4
11748,2026-05-13,North America,Mexico,Marketing,BI Dashboards,PulseView,SMB,Direct Sales,Rep_069,37,605.38,0,22399.06,12787.95,9611.11,9703.58,11149.87,4.0,0,11,302.7
11749,2025-08-04,Europe,France,Marketing,Analytics Platform,MetricMind Pro,SMB,Reseller,Rep_019,11,696.48,15,6512.09,3064.75,3447.34,20597.11,15456.46,2.8,1,13,510.0
11750,2023-12-17,MEA,UAE,Marketing,BI Dashboards,InsightBoard,Enterprise,Partner,Rep_070,5,1029.13,15,4373.8,2049.46,2324.34,24854.35,21579.01,3.4,1,23,613.4
11751,2024-05-21,APAC,Australia,Sales,Analytics Platform,MetricMind Core,SMB,Online Self-Serve,Rep_075,5,759.46,0,3797.3,1810.0,1987.3,24655.64,20456.85,3.5,0,16,905.7
11752,2023-12-19,Europe,Netherlands,Finance,AI Agents,AutoInsight,Mid-Market,Online Self-Serve,Rep_024,30,1008.89,0,30266.7,16718.44,13548.26,10665.93,9841.62,3.5,0,17,545.3
11753,2022-01-03,MEA,South Africa,Finance,AI Agents,AgentQuery,Enterprise,Online Self-Serve,Rep_011,7,1886.76,0,13207.32,7136.11,6071.21,23548.67,27104.41,3.5,0,18,352.9
11754,2022-03-28,MEA,UAE,Finance,Analytics Platform,MetricMind Pro,Mid-Market,Online Self-Serve,Rep_021,10,1814.44,10,16329.96,8661.32,7668.64,15976.96,20197.76,3.3,0,16,916.5
11755,2024-04-14,MEA,South Africa,Customer Success,Data Integration,FlowConnect,Mid-Market,Reseller,Rep_057,9,1853.45,0,16681.05,7910.87,8770.18,23984.58,28181.45,4.4,1,13,847.9
11756,2026-02-27,North America,Canada,Operations,Data Integration,FlowConnect,Mid-Market,Online Self-Serve,Rep_066,33,551.02,0,18183.66,6480.55,11703.11,11593.01,11629.29,3.8,0,21,810.5
11757,2024-10-17,North America,Mexico,Finance,Reporting Suite,SnapReport,SMB,Reseller,Rep_071,7,316.08,20,1770.05,908.87,861.18,8948.2,7570.55,4.6,0,18,574.5
11758,2025-12-06,Europe,France,Sales,Data Integration,FlowConnect,SMB,Online Self-Serve,Rep_010,24,1539.17,0,36940.08,19931.88,17008.2,20549.81,19179.64,4.5,0,14,583.9
11759,2026-03-12,LATAM,Chile,IT,Data Integration,PipeSync,SMB,Partner,Rep_069,9,1315.91,0,11843.19,5482.97,6360.22,24269.76,30005.07,2.9,0,14,642.1
11760,2026-03-23,APAC,Australia,Finance,Analytics Platform,MetricMind Core,Enterprise,Online Self-Serve,Rep_010,4,1475.15,15,5015.51,2097.71,2917.8,21936.9,16360.2,4.3,1,18,254.4
11761,2023-01-31,Europe,Germany,Customer Success,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_041,4,270.37,0,1081.48,393.01,688.47,14534.39,10855.15,4.3,1,11,302.3
11762,2026-05-20,North America,Canada,Sales,BI Dashboards,InsightBoard,Startup,Online Self-Serve,Rep_047,9,643.12,15,4919.87,2352.72,2567.15,18867.32,24326.51,4.1,1,10,247.5
11763,2024-01-21,MEA,Saudi Arabia,Marketing,Analytics Platform,MetricMind Core,SMB,Direct Sales,Rep_011,8,1981.53,0,15852.24,9190.94,6661.3,17540.66,17451.59,2.6,0,12,670.4
11764,2026-05-22,MEA,Saudi Arabia,Operations,Data Integration,PipeSync,Enterprise,Online Self-Serve,Rep_036,21,303.79,20,5103.67,2340.2,2763.47,17841.59,18479.59,4.1,0,12,490.1
11765,2022-01-10,APAC,Australia,IT,Analytics Platform,MetricMind Pro,SMB,Direct Sales,Rep_022,15,1363.95,0,20459.25,10554.08,9905.17,16659.77,18204.15,4.0,0,14,182.1
11766,2022-03-31,APAC,India,Operations,Data Integration,FlowConnect,Mid-Market,Partner,Rep_058,12,1804.88,0,21658.56,9827.08,11831.48,24526.3,26841.17,3.6,0,15,886.9
11767,2025-11-20,MEA,UAE,IT,Data Integration,FlowConnect,Enterprise,Direct Sales,Rep_014,11,1958.47,20,17234.54,8065.45,9169.09,17926.9,19661.96,3.3,0,12,919.8
11768,2026-01-14,LATAM,Argentina,Marketing,Data Integration,FlowConnect,SMB,Partner,Rep_020,10,676.21,0,6762.1,2897.96,3864.14,16700.26,19653.18,3.7,0,12,931.2
11769,2026-02-25,MEA,South Africa,IT,BI Dashboards,InsightBoard,Startup,Direct Sales,Rep_018,3,1299.44,5,3703.4,1447.41,2255.99,8597.32,7204.89,3.2,1,10,296.8
11770,2026-06-16,APAC,Japan,Marketing,Reporting Suite,SnapReport,SMB,Online Self-Serve,Rep_067,4,493.61,0,1974.44,838.24,1136.2,19726.72,25150.82,4.5,1,12,311.6
11771,2024-09-19,Europe,France,Customer Success,Analytics Platform,MetricMind Core,Startup,Reseller,Rep_050,6,1991.5,10,10754.1,5647.38,5106.72,16118.07,11388.13,3.9,0,13,867.9
11772,2026-04-25,LATAM,Brazil,Operations,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_021,40,1585.65,0,63426.0,25860.19,37565.81,23033.67,22296.43,3.7,0,11,919.5
11773,2024-06-25,APAC,India,IT,Data Integration,PipeSync,Startup,Direct Sales,Rep_050,15,1486.58,5,21183.76,11631.77,9551.99,13433.18,10617.07,4.9,1,8,641.7
11774,2023-04-11,MEA,Saudi Arabia,Marketing,BI Dashboards,PulseView,Mid-Market,Reseller,Rep_007,21,1510.37,5,30131.88,11759.58,18372.3,11796.31,14776.09,2.7,0,14,693.8
11775,2022-08-22,Europe,France,IT,BI Dashboards,PulseView,Mid-Market,Online Self-Serve,Rep_033,2,768.72,10,1383.7,747.22,636.48,18226.91,20961.86,3.2,0,20,268.1
11776,2025-07-01,LATAM,Argentina,Sales,BI Dashboards,InsightBoard,Mid-Market,Reseller,Rep_042,7,935.85,0,6550.95,2308.52,4242.43,9178.6,8962.48,3.2,1,17,648.8
11777,2026-04-29,LATAM,Argentina,Operations,Analytics Platform,MetricMind Core,Startup,Partner,Rep_076,32,430.2,0,13766.4,8237.65,5528.75,24238.81,25949.82,4.5,0,24,671.7
11778,2022-05-02,Europe,UK,Finance,Data Integration,PipeSync,SMB,Online Self-Serve,Rep_039,30,1389.49,0,41684.7,24136.13,17548.57,22100.57,28683.99,4.5,0,16,598.6
11779,2023-02-24,LATAM,Argentina,Sales,AI Agents,AutoInsight,Enterprise,Partner,Rep_014,11,652.43,0,7176.73,2697.2,4479.53,19945.1,22464.78,2.9,0,17,500.0
11780,2022-07-14,Europe,Netherlands,Finance,AI Agents,AgentQuery,SMB,Reseller,Rep_014,7,1446.01,0,10122.07,5305.52,4816.55,19964.56,15129.25,4.1,0,22,728.5
11781,2023-11-17,North America,Canada,Sales,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_050,14,460.31,0,6444.34,2741.96,3702.38,12122.52,15638.37,3.2,0,13,455.5
